url,destLabel,destinationLabelId,MHID
/hotel-tryp-gran-via-madrid-spain,Spain,11101,44407
/hotel-nh-parque-avenidas-madrid-spain,Spain,11101,44410
/palace-hotel-bari-bari-italy,Italy,10234,44412
/hotel-maria-elena-palace-madrid-spain,Spain,11101,44413
/hotel-petit-palace-posada-del-peine-madrid-spain,Spain,11101,44418
/hotel-ada-palace-madrid-spain,Spain,11101,44420
/bed-breakfast-dolce-vita-hotel-sorrento-naples-italy,Italy,10234,44421
/hotel-ac-recoletos-madrid-spain,Spain,11101,44422
/hotel-ac-aitana-madrid-spain,Spain,11101,44423
/hotel-high-tech-cliper-madrid-spain,Spain,11101,44425
/hotel-puerta-de-toledo-madrid-spain,Spain,11101,44427
