Mhid,TA,StarRating
10630,1060476,2
10633,1192067,2
10637,518280,3
10638,615933,5
10639,1412046,5
10640,1412957,5
10641,1410620,4
10642,1237073,4
10647,500302,4
10661,0,4
10662,1195709,5
10663,273098,3
10672,599372,2
10673,8615679,2
10676,601310,4
10678,231600,3
10685,265086,3
10694,1418770,2
10695,586467,3
10696,1158753,4
10698,572350,4
10700,1857310,3
10701,483041,4
10706,1160295,3
10713,514439,3
10723,299730,5
10726,569003,3
10730,295815,4
10731,228479,3
10732,3892015,5
10735,229999,4
10739,506587,3
10740,262292,3
10744,667616,4
10749,224868,2
10750,1189627,3
10755,1191574,3
10756,1105760,2
10758,228532,3
10760,1128828,3
10761,599983,3
10762,81170,3
10767,317224,3
10770,1228449,4
10776,672061,4
10779,669302,5
10780,575283,3
10781,315217,4
10782,502380,4
10784,623024,4
10790,1084312,3
10795,626700,2
10798,229630,3
10804,291533,5
10808,276568,4
10818,596164,5
10822,483641,4
10823,502197,3
10824,304734,5
10825,455956,4
10828,455848,3
10831,649355,4
10834,576885,5
10836,309041,3
10839,536115,3
10840,598285,3
10845,298691,3
10847,661344,4
10849,338296,4
10853,296325,3
10856,228918,4
10857,483093,2
10858,241966,3
10865,232143,4
10869,199597,4
10870,266703,4
10881,151610,3
10886,259300,3
10887,248496,5
10889,229441,4
10890,150764,4
10892,284380,2
10893,197472,3
10896,202826,4
10897,206991,3
10900,10743850,4
10901,203069,4
10906,488433,4
10913,619966,4
10914,206987,3
10919,647934,4
10921,338304,4
10922,319595,4
10923,487374,3
10924,234054,4
10925,258247,4
10926,230405,4
10928,206961,4
10929,483038,3
10930,231972,4
10931,324363,4
10934,233992,4
10938,234057,4
10941,206993,3
10945,206970,4
10946,543049,4
10949,206980,3
10950,199581,4
10953,273506,4
10964,833528,3
10967,228374,3
10972,235531,4
10974,286592,4
10976,582663,3
10979,616549,3
10982,256142,4
10983,267245,3
10990,199355,4
10992,199640,4
11000,232488,4
11006,570372,4
11007,229050,4
11010,264642,3
11011,289606,3
11012,638995,4
11018,1947107,5
11025,231291,3
11027,1439064,3
11036,234582,4
11042,276725,3
11046,228913,5
11057,1488583,4
11058,1006211,3
11059,1438768,4
11060,2065675,3
11063,283724,3
11067,199646,4
11088,271002,4
11095,0,4
11096,679790,3
11097,82054,4
11100,201827,4
11103,634355,4
11104,232849,4
11117,2085472,4
11118,603330,4
11122,0,4
11125,197198,4
11126,197228,2
11132,266327,3
11135,227171,4
11138,195241,5
11139,273505,4
11151,502338,4
11152,622437,3
11153,1048937,3
11156,1729513,4
11162,530256,4
11164,304804,4
11165,1161506,4
11175,1184443,3
11185,295502,4
Mhid,TA,StarRating
11200,234153,3
11202,528545,3
11205,1174834,2
11207,310648,3
11208,10417072,2
11211,651109,4
11212,621002,3
11214,234983,4
11217,232625,3
11218,294942,4
11220,295494,4
11222,1019864,4
11223,543363,4
11225,296384,3
11228,199309,4
11231,232618,3
11232,643067,4
11233,603168,4
11235,582074,4
11239,206765,4
11240,583971,3
11241,294930,3
11242,296326,3
11245,294935,4
11247,296431,4
11254,296509,3
11258,197187,4
11259,229774,3
11266,259742,4
11269,1166692,2
11272,233862,3
11273,514434,4
11274,228549,4
11279,199425,3
11280,291932,3
11284,281806,3
11295,505462,2
11298,535643,2
11311,284205,3
11316,1728175,4
11319,559531,5
11320,1735432,3
11321,1407909,4
11327,1724166,4
11334,243113,4
11345,636758,1
11346,1526871,4
11347,812998,3
11348,1116921,5
11356,578529,3
11358,573653,4
11362,228866,4
11365,487239,4
11366,243101,4
11367,272775,3
11375,579503,4
11386,266654,4
11392,276734,2
11399,632520,3
11402,292189,4
11413,208210,5
11414,199424,4
11416,201432,4
11424,1152104,3
11425,236464,3
11427,574292,3
11430,230612,3
11431,203156,3
11449,234019,5
11466,290458,3
11467,535749,2
11469,498240,4
11474,1455805,3
11483,228952,4
11488,590014,4
11489,88220,2
11494,620648,2
11522,203201,4
11539,202919,4
11541,203129,4
11546,290068,3
11547,500671,3
11548,291315,2
11556,631677,3
11557,486837,3
11558,553653,4
11559,291594,4
11567,206659,5
11573,634789,5
11576,754105,3
11579,230962,5
11581,294889,4
11583,272734,4
11586,87986,3
11588,813245,3
11590,1012195,5
11591,291272,3
11593,316873,3
11602,9457145,4
11605,247957,4
11606,264027,3
11608,0,4
11612,287959,3
11614,478717,3
11621,500746,4
11626,292351,2
11628,595588,4
11629,498549,3
11630,84422,3
11635,270534,3
11636,647702,5
11641,1190286,4
11644,111881,3
11674,579137,3
11684,85264,3
11688,123528,5
11689,85447,4
11692,120251,5
11693,316127,5
11694,85986,4
11695,123531,3
11696,120250,4
11697,207235,3
11698,0,4
11699,254240,5
11700,254239,4
11707,119625,3
11708,0,3
11709,81397,5
11710,81038,4
11713,81241,3
11715,84903,3
11721,601251,3
11722,0,3
11723,84412,3
11730,115763,3
11738,1833509,2
11740,115176,4
11742,85101,3
11744,507741,2
11747,217273,4
11748,488018,3
11749,808112,3
11751,1774734,2
11757,75493,3
11758,1147616,4
11762,112273,4
11764,2365734,1
11767,99332,3
11768,80075,3
11769,93571,4
11770,93339,4
11771,93364,2
11772,953247,3
11774,1735841,3
11776,575732,4
11780,0,3
11781,0,3
11783,224310,3
11786,1465481,3
11787,75708,3
11788,1138905,3
11789,75532,2
11790,624356,3
11794,0,3
11796,653310,2
11799,94350,2
11802,1802255,1
11804,645262,5
11805,93486,4
11806,142114,3
11808,236961,3
11810,208454,4
11811,0,3
11812,483199,4
11813,112066,4
11814,677227,1
11819,1758897,2
11820,1154772,3
11825,1462399,4
11827,1421707,4
11832,120432,2
11834,87072,3
11835,1239603,3
11843,119757,3
11872,529062,4
11891,2293345,1
11893,2632330,3
11897,1142555,2
11898,2278972,4
11902,1025148,1
11909,115184,4
11915,225166,3
11918,314698,4
11919,624546,3
11924,629789,3
11926,120377,3
11928,1308820,1
11929,262665,4
11936,2336339,3
11937,2500594,4
11938,281302,3
11941,224243,3
11943,2460163,3
11950,1237360,1
11957,565261,3
11964,611596,3
11967,2510464,3
11970,2631924,4
11974,267049,3
11975,1013439,4
11977,85005,2
11978,632849,3
11980,85107,3
11982,228553,4
11983,1148187,1
11987,502408,4
11995,506659,3
11998,660168,3
12001,557197,4
12002,227380,3
12003,229415,5
12004,230580,3
12005,227377,3
12006,227379,3
12007,238997,2
12008,598357,1
12014,8573522,3
12015,314829,3
12016,289508,3
12017,519458,4
12018,2275652,2
12020,0,4
12022,1217667,4
12025,249712,4
12026,291408,4
12032,238804,4
12034,264723,3
12037,530240,3
12039,673606,2
12040,272818,3
12041,566136,4
12042,572516,4
12045,599059,1
12047,230832,3
12049,255203,5
12050,573909,1
12052,238833,3
12054,143436,4
12059,575401,4
12065,502189,4
12066,663090,2
12067,273126,3
12068,502357,2
12069,237102,4
12073,264384,3
12076,273123,3
12077,629524,2
12079,622687,3
12080,502183,3
12081,581350,3
12082,498407,2
12083,501354,3
12084,1151955,2
12085,208755,4
12087,482972,3
12088,120381,2
12091,0,3
12092,502145,4
12102,483738,3
12103,1436946,4
12105,272809,4
12107,1737985,3
12116,518471,4
12117,1015376,3
12124,528543,3
12125,276779,3
12129,2040833,1
12134,657083,4
12139,197179,4
12142,291323,3
12151,266909,4
12154,321158,5
12168,313033,2
12172,1027577,3
12173,2632624,3
12175,478708,3
12180,535327,2
12182,203094,4
12183,295474,3
12185,481491,5
12187,659724,4
12189,230954,5
12194,313592,4
12199,274303,3
12204,263853,5
12205,248966,4
12208,598237,2
12209,507160,4
12213,231494,2
12215,291111,2
12219,646426,4
12221,503548,4
12223,191216,4
12227,1878295,4
12230,229416,5
12237,498578,3
12238,610823,3
12239,1007617,4
12241,496249,3
12244,671747,4
12247,499961,3
12257,597573,4
12260,190890,3
12264,250621,4
12265,80247,3
12270,0,3
12271,81765,3
12273,579352,3
12276,291481,5
12279,250635,5
12280,287541,3
12283,87983,3
12299,1169233,3
12300,259428,4
12301,287447,4
12302,634363,4
12305,500281,3
12315,291897,3
12316,566712,3
12321,291888,4
12324,240844,5
12335,598839,4
12336,269236,3
12339,228950,4
12344,275676,3
12346,561444,4
12348,603047,4
12349,242972,4
12351,0,3
12359,218810,4
12367,1637070,4
12374,608302,4
12377,553900,4
12378,624055,4
12379,0,4
12383,554499,4
12389,305306,4
12391,657774,4
12392,634225,4
12393,633676,3
12395,645979,3
12397,0,3
12406,784125,3
12408,577080,3
12410,661403,4
12412,754349,4
12413,634595,3
12416,1082033,2
12417,1023464,5
12419,0,3
12425,850401,5
12428,1114326,3
12429,1140504,3
12431,1026220,5
12432,1105141,3
12433,816264,4
12435,574376,5
12436,628864,3
12437,650492,5
12439,2554709,5
12441,630613,4
12447,647536,5
12448,214254,5
12449,248849,5
12450,154418,3
12452,240510,3
12456,285109,5
12457,273217,3
12458,284824,5
12460,286722,5
12463,169869,5
12465,637395,5
12466,255312,3
12468,631829,3
12469,152891,5
12476,242388,2
12477,154440,3
12484,796925,5
12485,729410,4
12486,1017965,4
12490,288572,3
12491,1022792,5
12492,214254,5
12493,1025540,3
12494,184989,4
12496,596004,5
12498,154894,4
12499,154432,4
12500,259121,3
12503,506374,5
12504,152680,5
12505,183427,4
12506,540461,5
12507,677775,4
12508,634235,5
12509,488579,5
12510,154408,4
12515,501418,5
12517,219145,4
12518,154413,5
12519,154897,5
12521,219148,4
12522,0,4
12523,154444,5
12525,153587,3
12526,304323,4
12528,651125,5
12529,729826,5
12530,623220,3
12531,501371,5
12532,1414005,5
12534,3258636,3
12536,497462,5
12537,302948,5
12538,313157,3
12539,455702,2
12541,506266,3
12543,304185,4
12544,317696,3
12545,1056892,3
12546,313158,4
12547,559522,5
12548,2153912,3
12549,624691,3
12550,676006,3
12551,645905,5
12552,1185195,5
12553,304187,5
12554,302914,5
12555,1437976,4
12556,673887,4
12557,1757878,3
12558,1756740,4
12561,1741226,3
12562,1439271,3
12563,2614442,3
12566,507861,4
12567,313151,3
12568,584274,4
12570,1206001,3
12571,501275,5
12573,1063772,3
12578,303138,5
12581,632444,3
12583,1161152,3
12584,1163187,3
12589,1059851,4
12590,1084429,5
12598,209081,5
12602,212690,4
12608,620072,3
12617,543218,4
12618,212670,3
12619,295584,4
12621,1109941,5
12624,656624,5
12625,1230268,4
12626,673962,2
12627,1186196,2
12630,304492,4
12632,1464289,4
12635,302463,5
12636,301867,5
12637,1661298,5
12638,1599623,5
12639,1214465,4
12640,1449900,5
12642,0,5
12645,1758564,4
12646,1631237,3
12647,264313,4
12649,264317,3
12650,315084,3
12651,499070,3
12652,647905,3
12654,587362,4
12656,1738252,5
12657,6123413,2
12658,1719705,5
12659,1074445,4
12662,499071,3
12663,1776452,4
12664,506384,5
12665,286496,4
12666,2207736,3
12667,1832447,3
12669,2179731,4
12671,502335,4
12672,1872870,4
12674,581343,4
12675,283167,3
12678,499067,4
12681,2142716,5
12682,456695,3
12683,456694,3
12685,1675303,5
12687,264293,4
12688,264295,4
12691,253615,4
12695,206918,4
12700,315595,3
12703,605909,3
12712,315584,3
12716,315542,3
12717,664396,3
12718,477584,4
12719,528422,3
12722,1056079,3
12725,645554,2
12727,1157889,2
12729,1159936,2
12737,306967,3
12738,477590,3
12739,315588,2
12742,307512,5
12972,1718952,3
12973,1014849,4
12975,317622,4
12982,1220146,3
12983,535120,3
12987,662863,3
12991,576637,4
12992,499966,3
12994,289964,5
13007,0,2
13009,316352,5
13013,622350,3
13034,500549,1
13037,289838,4
13038,272819,2
13047,614926,2
13051,571879,2
13082,288094,3
13092,487087,4
13093,507936,3
13098,488513,3
13101,290390,3
13115,288801,4
13117,272932,3
13137,507938,3
13148,571786,3
13151,2196257,3
13155,276356,4
13157,598750,3
13161,679627,4
13162,1738127,4
13164,0,4
13165,10333863,4
13166,850470,3
13167,612073,5
13174,300559,3
13176,607155,4
13181,2489511,4
13182,231503,3
13184,228603,4
13186,1214399,4
13188,258756,3
13192,660350,3
13194,229676,4
13213,2265331,5
13226,2562520,3
13227,1128867,5
13238,287666,5
13247,287237,2
13252,507749,2
13254,535987,2
13264,628895,2
13278,291565,4
13281,238831,4
13288,2573287,5
13289,624161,4
13291,505137,4
13292,305720,5
13302,85288,2
13304,0,5
13305,291930,3
13309,566643,4
13315,968491,3
13326,548145,5
13333,85414,3
13337,572415,4
13340,149399,5
13343,317343,4
13349,84766,2
13350,498610,4
13357,573841,5
13358,507837,5
13359,535266,4
13360,291876,3
13366,535454,4
13371,596727,4
13385,305090,4
13390,233528,4
13395,1123114,3
13401,263855,5
13404,576038,3
13405,3476530,1
13407,1191468,3
13408,280303,3
13409,581967,3
13410,1199366,5
13411,568832,3
13419,252888,5
13424,260388,3
13426,1545165,3
13429,315440,2
13430,1092538,4
13432,781480,3
13442,616908,3
13443,272899,4
13445,289891,3
13449,0,2
13450,535530,3
13452,1011427,3
13457,1227568,4
13459,113472,2
13469,620399,4
13473,530194,3
13475,1133676,4
13482,227371,4
13483,85046,3
13484,1163622,5
13487,1149552,4
13489,7606777,5
13493,1123368,5
13496,2407205,3
13497,97971,3
13498,251256,2
13500,91909,3
13508,636069,2
13509,630950,3
13510,498869,3
13514,507699,4
13520,81192,4
13531,1159408,1
13534,605607,3
13535,555857,3
13540,1233228,5
13543,497835,2
13544,646493,2
13548,501297,2
13553,679148,2
13554,235516,2
13559,224248,3
13562,507792,1
13563,0,4
13564,1207602,3
13568,233047,4
13572,228620,5
13573,1178280,3
13575,1200838,5
13576,250636,3
13577,2060428,3
13578,1109654,3
13580,617809,2
13581,736440,4
13585,315206,4
13586,1013419,4
13589,1114011,4
13590,232769,4
13593,1223157,3
13597,99321,4
13599,672209,4
13603,1132363,3
13604,292245,5
13605,662934,4
13608,0,2
13610,1191565,5
13611,228629,4
13620,265383,4
13622,490824,3
13623,596366,3
13629,672633,3
13630,1887304,4
13633,669340,4
13636,217414,3
13637,217380,3
13638,1201317,4
13639,597744,3
13651,500278,4
13653,1762791,2
13656,1017157,3
13657,587228,4
13687,1746222,3
13688,1235341,4
13692,3639194,2
13693,1475707,1
13696,1025779,3
13697,1453555,3
13698,1100977,1
13699,3602114,3
13702,2511566,4
13703,223016,3
13705,1485006,5
13706,1390172,3
13707,228886,3
13709,291631,3
13712,627701,3
13713,1488422,1
13716,287910,4
13717,664114,2
13720,234536,3
13721,1197260,3
13722,76049,5
13725,1498205,4
13727,673080,3
13728,280840,4
13737,285976,3
13740,1006732,3
13742,662032,3
13746,496084,4
13749,1474192,4
13751,628377,2
13752,3954771,2
13756,3948638,2
13758,250659,3
13761,1513605,5
13765,259302,3
13767,0,5
13770,575980,3
13784,316902,3
13787,1193581,3
13788,584203,2
13792,97704,5
13793,2269797,3
13796,223015,3
13797,209305,4
13800,1151861,2
13803,266684,3
13804,84467,4
13807,1464151,3
13808,85192,3
13809,111709,4
13812,1553796,4
13813,97737,4
13814,143336,4
13816,1027899,3
13819,209309,3
13820,112103,3
13830,530998,3
13832,120346,4
13833,80275,3
13834,222985,3
13836,217219,4
13839,291335,3
13841,1579885,4
13844,651575,3
13846,593312,3
13848,1510627,4
13852,77264,3
13853,84897,3
13854,1221190,3
13857,2023644,1
13861,584155,1
13863,77243,3
13864,88221,3
13865,223076,3
13867,87833,5
13868,85401,3
13869,85409,3
13881,8776712,2
13882,264500,2
13892,0,3
13895,0,2
13901,0,3
13904,235227,3
13907,1074112,2
13908,1212745,3
13909,624650,4
13910,598489,2
13911,3648868,1
13912,634659,4
13914,1766113,4
13915,1744333,4
13916,126127,3
13918,121312,3
13919,91703,5
13921,665534,3
13923,150927,4
13924,112039,3
13926,0,5
13927,99382,4
13929,99354,3
13930,126260,5
13931,93464,4
13933,99766,3
13934,93545,3
13936,1646128,5
Mhid,TA,StarRating
13941,611761,4
13943,1475989,4
13952,234271,3
13953,238650,4
13956,567814,3
13963,599044,3
13964,1172830,2
13966,0,3
13967,264990,3
13968,1869767,1
13969,456756,4
13974,657736,2
13977,10204419,3
13979,478664,4
13984,564765,3
13988,3475816,3
13998,265890,3
13999,291503,2
14000,659603,4
14002,2040878,4
14016,507701,3
14025,499983,3
14029,503272,2
14030,503258,2
14051,566375,3
14068,1583913,3
14069,290769,2
14072,2018633,4
14073,3399023,3
14076,498634,1
14080,531049,2
14083,564387,1
14087,3344617,4
14089,500702,2
14094,581700,4
14096,124530,3
14097,566338,3
14100,1940950,5
14103,237069,3
14105,603753,1
14106,571792,3
14108,114581,4
14109,260390,4
14112,1595764,2
14113,0,5
14115,1094515,5
14116,84184,3
14117,3698496,4
14118,2144876,2
14119,250606,4
14121,217626,4
14122,488081,3
14125,93467,3
14126,653334,3
14129,672441,4
14132,739181,3
14134,288592,4
14135,80990,4
14136,224009,3
14137,292142,4
14140,576118,5
14144,93566,5
14145,87115,4
14147,85116,2
14151,0,5
14153,88245,3
14156,223841,3
14159,483396,4
14162,206940,3
14163,289663,4
14165,217415,3
14166,126331,3
14167,535112,4
14168,508082,2
14171,662731,2
14179,676683,3
14180,618519,4
14181,2191599,3
14182,535511,3
14183,113325,1
14184,237101,4
14185,487378,3
14186,272766,4
14194,599030,1
14198,2142644,4
14200,291020,3
14201,234553,3
14202,272759,3
14203,238886,1
14204,487380,3
14208,530508,3
14209,498655,3
14211,314697,4
14212,320288,3
14213,272773,3
14215,507728,2
14216,284374,4
14217,1044811,2
14218,260638,3
14219,500927,4
14220,238644,4
14221,530787,2
14222,1143133,1
14225,264495,3
14230,85393,4
14231,1159516,1
14232,1159527,2
14237,535595,4
14241,0,4
14247,267215,5
14253,779283,3
14255,87228,3
14256,247106,3
14257,120380,3
14258,583301,4
14259,0,3
14264,84453,3
14266,531053,2
14267,150924,3
14274,670082,3
14277,287477,2
14278,535740,4
14282,235242,3
14283,612263,4
14284,3653229,2
14285,2069490,3
14286,228900,5
14291,1145188,3
14296,508093,3
14298,302297,4
Mhid,TA,StarRating
14300,302136,5
14303,228893,3
14304,233054,3
14305,227384,4
14308,579165,3
14314,234555,4
14318,483386,3
14321,496823,4
14324,267182,2
14325,576517,1
14326,87107,3
14327,0,4
14331,289223,4
14333,486834,5
14334,580906,4
14338,1144123,2
14339,754007,1
14340,649099,5
14342,1228823,4
14343,1035836,1
14345,668587,4
14349,671828,4
14351,858503,5
14352,283505,3
14356,1145287,2
14358,639167,3
14360,1077848,3
14367,93334,3
14368,569392,2
14370,305578,4
14374,79930,2
14375,498662,4
14377,950977,5
14378,120537,3
14379,234268,4
14380,502302,3
14381,217389,4
14383,1011484,3
14385,601379,4
14387,782227,3
14394,1377681,4
14395,487819,4
14399,2282174,3
14400,252869,3
14402,111892,4
14403,258639,4
14404,625335,5
14408,1168859,4
14412,507805,3
14419,236950,4
14421,292353,5
14422,506816,3
14423,120242,4
14425,227378,4
14427,754298,3
14429,240165,4
14433,596736,4
14436,265373,5
14438,655944,5
14439,119719,4
14441,0,2
14448,919470,4
14450,478739,2
14451,1100899,3
14455,1087723,3
14460,231228,4
14461,647026,4
14462,99288,3
14463,236977,3
14465,0,4
14467,3809216,4
14470,250713,4
14471,3830420,5
Mhid,TA,StarRating
14474,1236037,4
14479,1014104,4
14480,1057448,4
14485,633034,1
14487,253971,5
14492,583921,3
14493,501005,4
14494,570090,4
14495,196091,4
14496,91674,5
14520,637119,4
14522,1019071,2
14527,498501,3
14529,1860421,3
14532,86937,3
14533,1390847,3
14539,678238,4
14540,305527,4
14547,498503,3
14548,618034,3
14552,648679,5
14557,653504,5
14560,1696537,3
14562,498428,3
14563,237819,4
14566,498500,3
14567,598058,2
14569,1483050,2
14592,287969,3
14593,272600,3
14750,1177881,3
14751,93359,2
14773,85436,4
14788,120464,4
14814,97693,2
14823,99443,3
14827,530147,4
14830,85118,5
14836,224028,3
14843,120210,4
14850,79921,3
14871,219199,4
14873,234835,3
14874,222959,5
14876,91816,3
14877,87964,3
14879,224853,3
14885,115177,4
14893,3227250,3
14901,315285,1
14907,3812562,3
14912,2023306,4
14913,1943550,3
14918,304550,5
14919,85065,3
14922,585459,4
14924,499888,5
14928,573228,3
14931,0,4
14932,302869,4
14933,625522,3
14934,657734,3
14935,2554696,5
14938,946906,5
14941,0,3
14942,574948,4
14943,315722,3
14946,599406,2
14947,670700,4
14953,623718,4
14957,317359,3
14960,234060,5
14962,1172181,4
14969,201880,3
14975,316139,3
14979,1447359,2
14982,776614,3
14985,207742,4
14986,228621,4
14990,530096,4
14996,587420,4
14997,1159939,2
14998,289642,4
14999,621781,2
15000,1145787,1
15004,287442,1
15005,287536,2
15010,1898766,1
15011,498637,5
15016,599126,2
15022,1064818,3
15024,1529792,3
15026,1533013,3
15028,1533317,4
15030,535600,2
15031,298594,3
15032,1493428,5
15045,504873,3
15046,500019,4
15053,289586,3
15054,287057,3
15060,482592,3
15062,2032902,3
15066,1787177,5
15067,3642031,3
15071,290554,3
15074,1371392,4
15075,234566,3
15079,1201345,3
15080,240860,5
15083,232775,3
15085,228419,4
15086,1170467,1
15091,234578,3
15094,613711,4
15095,239591,2
15104,1230046,2
15105,601295,4
15111,578017,3
15112,265398,3
15115,232783,2
15119,282605,4
15120,231716,3
15122,287310,3
15126,278992,3
15130,530100,4
15131,262289,3
15132,280929,3
15134,252427,4
15136,240861,4
15141,567619,4
15143,291011,4
15144,500408,2
15146,506060,4
15151,530897,1
15154,507752,2
15155,231500,3
15156,507888,2
15158,230836,3
15161,228626,4
15162,232723,3
15169,601308,4
15170,277469,3
15171,535546,3
15173,543385,3
15174,582083,2
15175,1858372,3
15177,236972,2
15181,496656,4
15182,568517,2
15184,621230,2
15185,236948,3
15189,248967,4
15191,1574739,2
15196,789631,1
15198,232798,3
15199,272858,5
15201,1191252,3
15203,572332,3
15209,578159,4
15213,296922,4
15222,567881,2
15223,238631,3
15224,228607,4
15225,228563,4
15226,630596,5
15227,236986,4
15233,576616,4
15239,500924,5
15255,629173,4
15256,630402,3
15257,1026137,3
15260,278392,4
15261,792763,3
15262,289659,3
15264,191222,4
15278,530755,4
15283,530207,2
15290,228599,4
15293,573395,3
15296,623246,4
15303,238750,3
15304,238748,3
15306,228492,3
15307,228544,3
15308,236194,3
15310,190615,5
15316,530907,4
15317,206950,5
15325,655648,3
15326,264507,2
15339,1161412,2
15344,500403,4
15345,573376,3
15346,234397,3
15347,231520,4
15348,610494,4
15349,230643,4
15351,601289,3
15352,231531,4
15355,228590,3
15359,277228,4
15360,232786,3
15361,229872,2
15363,206928,3
15365,604501,3
15366,1228670,3
15367,234569,4
15368,228554,4
15369,229679,5
15372,581779,2
15373,489054,3
15375,304310,4
15376,266131,5
15377,229677,4
15378,289353,4
15379,232789,4
15380,232777,3
15381,231515,4
15383,190617,5
15384,206932,3
15385,232787,3
15386,228500,4
15387,601439,3
15388,0,2
15389,228653,4
15390,646310,4
15391,228464,4
15393,228531,3
15395,232781,3
15397,283000,3
15398,654662,2
15401,1118023,5
15402,0,5
15409,0,3
15411,566764,4
15412,228917,3
15417,730086,3
15418,601732,3
15419,584106,4
15422,305430,3
15423,1237582,3
15428,504790,4
15429,317258,3
15430,622258,2
15433,567318,4
15436,1176315,5
15437,287696,4
15438,576032,3
15440,629115,4
15446,203195,3
15448,277160,3
15454,291265,3
15466,1168254,4
15467,500700,2
15468,506707,4
15469,316503,3
15483,498706,2
15489,499037,2
15490,500227,2
15491,6851958,3
15496,290600,3
15499,237519,4
15501,496353,2
15503,574965,4
15504,579341,3
15512,287267,3
15513,1459047,3
15521,634070,3
15524,647571,4
15526,638189,3
15529,576463,3
15530,1797186,2
15533,610744,3
15534,596048,3
15536,552305,3
15537,1214781,3
15538,276784,4
15539,228990,4
15540,313725,3
15546,315198,3
15548,288798,3
15549,1221154,3
15559,595345,4
15560,595346,3
15563,1221134,2
15565,1528227,2
15568,305528,4
15570,223015,3
15572,570097,3
15573,203081,4
15576,228637,4
15577,206959,4
15579,1535815,5
15585,228490,4
15586,1862846,2
15587,0,5
15593,557406,4
15597,569908,4
15607,232842,4
15608,232887,3
15609,205136,2
15610,248861,3
15612,232874,3
15615,259310,3
15616,205081,3
15619,1226645,5
15620,195633,5
15630,284381,5
15636,1165313,3
15638,285453,3
15640,1082594,3
15647,266656,4
15649,280924,4
15656,597480,5
15657,278928,4
15659,241895,3
15664,261787,3
15668,1169156,3
15680,248467,4
15690,447105,4
15693,573939,4
15699,227698,2
15701,228476,4
15704,1465116,3
15712,585148,4
15714,280927,3
15720,1772303,3
15721,1503404,4
15722,233799,3
15735,206984,4
15742,81049,3
15757,231947,3
15758,296830,2
15759,203119,3
15762,535836,2
15766,281116,4
15767,282980,2
15770,775990,3
15776,0,3
15779,236136,2
15782,260542,3
15784,576558,3
15786,203095,4
15787,205840,4
15788,1159771,1
15789,260999,3
15790,654003,4
15792,285809,4
15795,231929,3
15801,1916153,4
15804,229029,4
15806,277144,4
15807,190149,5
15811,257204,3
15813,275897,3
15814,277283,3
15820,235915,4
15821,624061,3
15822,230434,3
15824,277278,3
15828,276795,3
15830,230932,4
15831,235684,3
15839,197202,3
15842,203204,4
15845,316617,4
15847,291381,4
15849,315343,3
15852,231971,4
15853,206979,3
15854,227966,4
15856,206985,3
15857,269302,3
15860,202856,4
15861,638262,4
15864,1211010,4
15865,232817,3
15867,206972,3
15871,206974,4
15873,518373,3
15874,589467,3
15876,206982,3
15878,535717,5
15879,206994,2
15880,194973,4
15881,197189,4
15884,530875,2
15888,149213,4
15892,302812,5
15893,305091,5
15894,299638,4
15900,151596,4
15902,151573,4
15909,1027051,4
15912,232145,4
15915,232149,4
15916,229449,4
15919,235725,5
15921,228914,5
15922,530923,4
15924,228898,5
15925,535417,4
15930,272765,4
15933,491525,4
15936,610565,4
15937,301892,5
15943,502153,3
15948,228024,4
15949,286731,3
15950,577275,5
15956,239874,3
15965,530391,4
15966,288229,3
15968,0,3
15970,81559,2
15971,0,5
15974,88130,2
15987,120353,4
15989,1787787,4
15990,86986,3
15993,97712,4
15997,289396,4
16001,555960,3
16004,500420,2
16006,478661,4
16009,291105,3
16011,273119,4
16022,284108,3
16026,535966,4
16031,614078,4
16039,275400,4
16057,150656,3
16058,629910,4
16060,538172,3
16061,601487,3
16062,282774,3
16064,148276,3
16065,148275,3
16067,651208,4
16072,150680,3
16099,1669970,4
16100,1776393,3
16101,0,3
16102,1984565,4
16103,1931608,4
16104,1943982,2
16108,0,3
16110,305351,3
16113,2161614,4
16114,2204321,4
16115,1958185,5
16118,662910,3
16120,1965812,4
16121,1486736,3
16124,1186153,4
16125,1791634,3
16127,0,4
16128,308909,3
16129,305557,3
16131,1052840,3
16132,1718978,3
16133,0,4
16136,2421117,5
16137,2151304,5
16139,1459399,3
16140,1948982,5
16141,1735745,4
16143,2322600,4
16145,2318761,4
16147,0,5
16150,2206656,3
16151,2502417,3
16154,2422237,4
16162,272378,4
16163,1201518,3
16164,573957,3
16172,1178264,3
16176,784831,1
16179,1566681,3
16181,664304,2
16182,507927,3
16183,567134,3
16187,249150,4
16188,530790,2
16191,572702,1
16192,291004,3
16195,1151747,3
16198,607493,2
16201,265005,4
16202,576491,3
16206,951994,4
16207,1541685,4
16209,490972,4
16212,1070704,2
16213,0,4
16216,290799,3
16217,289504,3
16221,288498,4
16224,247113,3
16225,1734674,4
16228,4328330,3
16232,629350,2
16234,85161,3
16277,578057,3
16281,580547,2
16312,264044,3
16315,498199,4
16324,507716,3
16327,1058751,4
16329,530135,2
16331,264411,2
16370,300040,5
16373,0,4
16375,579494,4
16377,1151389,3
16378,602262,3
16387,0,3
16389,645407,3
16392,553651,5
16414,1064192,3
16415,1123635,2
16417,653367,3
16424,2703011,3
16431,3467327,3
16440,2162759,4
16441,2587508,5
16447,602361,3
16450,1151853,3
16453,671322,3
16457,1228395,2
16465,0,3
16472,498748,3
16476,1722098,2
16477,632968,3
16479,498374,3
16484,634898,3
16486,208233,4
16489,302462,5
16490,306662,5
