Mhid,TA,StarRating
88603,296836,3
88614,224779,5
88619,228098,4
88622,1736458,3
88623,566480,4
88624,671641,4
88626,629403,3
88627,277644,4
88630,298923,3
88632,284874,3
88633,290565,3
88634,290827,3
88635,604423,3
88639,1021688,3
88641,589356,3
88642,1497901,5
88643,587278,4
88644,290567,3
88646,645207,4
88647,283717,4
88648,652760,3
88651,629368,3
88652,587452,3
88653,284827,3
88654,298936,3
88657,290564,3
88660,605084,3
88661,277634,3
88662,277643,4
88663,587611,4
88664,577986,4
88665,619689,4
88666,290819,3
88667,264899,4
88669,557998,4
88671,1026388,4
88672,567351,4
88675,578379,3
88676,277642,4
88678,1006415,4
88679,277638,4
88680,284820,5
88681,1060497,3
88682,284870,5
88685,290557,4
88686,1770026,4
88687,284872,3
88688,598211,3
88689,4828375,4
88690,1140672,4
88691,1172205,4
88692,1552301,4
88693,0,4
88699,576095,3
88700,503236,4
88705,76020,5
88717,82689,3
88722,4371520,3
88731,1200375,4
88732,529892,4
88734,115765,4
88742,1115626,4
88746,233481,4
88755,231936,4
88787,231731,3
88788,1568778,2
88795,2647380,2
88802,7273552,4
88803,87456,4
88806,236113,3
88807,239164,3
88814,87137,4
88819,87436,4
88824,237499,3
88835,229447,3
88840,2279697,4
88841,2263819,4
88844,275929,3
88847,609647,3
88859,77617,4
88882,293281,3
88889,223259,3
88890,195791,3
88922,78688,3
88936,0,4
88949,1647624,4
88954,277513,3
88959,234015,4
88961,228303,3
88963,228306,4
88965,228381,4
88967,232668,3
88972,0,4
88973,1503497,5
88975,232662,4
88979,199536,4
88980,200513,4
88983,232660,4
88984,275585,4
88985,199488,4
88986,201481,4
88988,234171,3
89028,1515405,3
89033,563723,3
89037,286582,4
89038,205772,4
89045,235997,3
89047,295626,2
89049,234355,2
89052,202991,4
89055,202997,3
89056,229063,4
89068,232962,3
89069,236514,3
89071,202973,4
89076,263673,4
89079,296867,4
89097,225180,4
89098,202971,4
89114,85225,3
89125,87448,3
89129,85227,4
89140,1673050,2
89144,202779,3
89159,225181,3
89162,4334111,4
89164,866681,5
89173,203931,4
89174,191158,5
89176,1157040,4
89193,203005,4
89198,263605,2
89209,2643101,2
89213,386896,4
89229,1546437,4
89235,239511,3
89236,664802,3
89240,202990,3
89243,203948,3
89246,229032,4
89250,203021,4
89269,232970,3
89275,202989,4
89277,272541,3
89280,236632,4
89283,278586,4
89285,202776,5
89286,263609,2
89288,203012,4
89291,224314,3
89292,250475,4
89298,530008,3
89311,598130,3
89320,482633,3
89322,202999,3
89324,305310,4
89336,205780,3
89339,259474,3
89358,232968,3
89365,229021,4
89369,7778170,4
89373,198674,3
89416,236550,3
89417,572371,3
89430,946437,4
89438,647102,5
89450,202784,4
89451,601865,2
89480,601874,4
89509,276295,4
89518,1455775,3
89520,281813,4
89522,1435845,4
89524,275834,3
89530,2333104,4
89538,1597589,4
89550,1592032,5
89559,275850,3
89583,1109727,4
89587,676702,3
89595,602017,3
89596,293385,3
89640,237491,4
89668,651293,5
89700,206623,4
89707,264920,3
89719,206604,4
89723,228036,4
89728,607415,4
89745,0,4
89751,152312,3
89753,206597,5
89764,1956609,3
89765,231985,4
89768,472299,2
89771,231970,4
89774,228066,4
89817,237905,4
89918,7282449,4
89952,1127901,3
89959,84491,4
90012,239243,2
90029,1225712,2
90030,231145,3
90032,199605,4
90046,2192546,4
90055,228292,4
90056,201228,4
90060,199570,3
90069,543115,3
90072,632818,1
90073,236145,3
90079,199584,4
90082,234094,4
90083,234667,4
90089,234051,3
90090,8683648,3
90091,228280,4
90093,201206,3
90097,232622,3
90098,2510108,2
90099,0,2
90100,601614,3
90110,2151518,3
90111,3265377,3
90115,194643,5
90116,446868,4
90119,650994,4
90120,230446,3
90122,199583,4
90131,202426,3
90193,305924,4
90194,277106,4
90196,277091,4
90199,654670,3
90201,231591,4
90226,234808,5
90236,1192516,2
90237,667226,4
90240,298784,1
90242,298771,2
90244,277095,3
90246,290529,2
90250,585370,3
90253,3365185,3
90264,277103,4
90265,81222,3
90267,596447,4
90268,277098,3
90270,505339,3
90271,298736,2
90272,579338,4
90278,483211,3
90285,666641,3
90288,81237,4
90290,277093,4
90292,817717,4
90295,277099,3
90296,298636,3
90300,80917,3
90315,277094,4
90322,589470,5
90323,276621,5
90330,276622,4
90332,671923,4
90334,652609,5
90341,298760,3
90342,487124,4
90347,620162,5
90348,284761,5
90352,1462730,4
90383,290521,4
90387,6676599,4
90388,277104,3
90396,277096,2
90399,8009579,3
90432,227699,3
90436,1628039,3
90532,604132,3
90536,1872491,3
90538,189268,2
90546,191451,5
90555,280881,4
90559,7709701,4
90564,2262670,4
90566,4874782,4
90575,234152,4
90578,234671,4
90579,584472,4
90580,2151587,4
90582,1945854,3
90583,1774879,2
90585,662889,2
90586,2205895,2
90592,3737403,2
90593,3680891,4
90594,307985,4
90595,296443,4
90599,2534810,2
90602,2683854,2
90603,1772104,3
90607,663497,3
90609,4876062,4
90610,3323967,2
90615,3570855,5
90618,1625934,5
90621,229246,4
90628,3812802,2
90632,1811138,3
90634,3596127,3
90640,199351,3
90641,1604579,2
90643,3596268,4
90646,301406,5
90652,2406633,3
90654,3240638,2
90655,2038469,2
90656,1605197,2
90657,2144913,2
90658,3236628,2
90660,199324,3
90662,3672924,5
90666,2486163,2
90671,553786,3
90677,1581795,2
90679,4888924,4
90687,3436966,5
90712,3499040,5
90719,2714737,3
90720,2521540,2
90728,2295288,2
90729,1958875,2
90730,2248606,3
90733,3800051,3
90739,1767094,4
90743,562125,3
90756,3159981,2
90758,2162236,4
90767,305385,4
90775,301296,3
90776,2624287,2
90778,3730389,4
90789,238764,3
90791,472267,3
90813,2559207,3
90832,1963633,4
90848,197001,4
90874,80733,2
90903,80167,3
90936,7767703,4
90962,5790610,3
90970,219369,5
90977,2443501,4
90979,554237,3
90983,2148823,5
90992,119730,3
91009,3226264,5
91028,639973,1
91040,3801649,3
91135,601616,2
91151,80138,3
91186,482516,2
91205,119726,2
91246,0,4
91263,229413,4
91276,194306,5
91284,251733,4
91286,2578452,3
91288,567404,2
91292,269341,3
91293,622305,3
91294,230463,3
91301,233755,3
91304,312950,4
91305,197512,3
91314,87978,2
91316,197503,4
91317,228727,4
91323,201244,5
91325,199568,4
91329,230527,3
91330,197536,4
91331,197570,3
91333,1017738,4
91335,1141316,4
91336,84603,3
91346,489086,3
91348,483697,3
91352,197643,3
91358,233590,1
91359,233385,3
91370,272410,2
91385,535168,3
91386,1016087,5
91393,667274,3
91399,3929102,3
91400,6535703,5
91404,147764,3
91407,657527,4
91421,274973,3
91422,530493,2
91426,264823,2
91430,315158,2
91432,2238429,3
91433,506900,3
91438,233746,3
91439,526643,3
91440,87760,2
91441,1370946,3
91448,319559,2
91454,455697,3
91456,632803,4
91472,239680,4
91474,4340356,4
91477,120195,2
91479,4107097,4
91481,197515,3
91482,655720,3
91483,197519,3
91487,254323,3
91493,597195,4
91494,197530,4
91497,197640,3
91498,195981,5
91505,115414,3
91507,229673,4
91509,1211673,4
91510,256424,4
91511,666422,2
91512,666423,2
91514,305122,4
91515,85442,4
91527,189798,3
91529,6756286,3
91535,1546275,4
91537,878544,3
91540,675201,3
91544,7704419,3
91546,1792859,4
91552,1160816,3
91561,232535,3
91562,1199305,2
91563,307804,4
91566,601558,3
91570,276941,2
91571,446849,3
91573,501063,2
91588,10093018,3
91603,276605,3
91632,0,1
91640,231732,3
91653,609646,4
91981,154444,5
92038,482810,5
92340,4047427,4
92361,1070961,3
92362,3987933,3
92372,1492590,3
92383,7747413,2
92386,235700,4
92398,320163,3
92445,1510050,4
92498,7130807,3
92505,231063,4
92525,7948090,4
92532,7816364,4
92547,653850,3
92566,3738203,3
92588,1657369,3
92618,267183,3
92647,2340847,3
92649,3638966,3
92709,582461,4
92722,2223100,5
92728,307409,4
92749,8358001,4
92756,649070,3
92763,7021240,3
92807,5964053,3
92878,1122416,3
92891,6610578,4
92928,1653542,3
92977,271856,4
92988,4928161,4
92996,7182874,3
93009,223017,3
93044,8055766,3
93094,555204,3
93142,1986207,4
93192,0,3
93196,0,3
93200,621792,4
93204,1171537,3
93206,1910887,3
93207,807063,2
93211,8409501,4
93213,621994,4
93214,5810519,5
93228,634863,3
93231,1463272,3
93232,1056158,3
93269,248228,2
93350,2340212,3
93360,254201,5
93366,3952930,4
93368,7391613,4
93379,8137756,5
93381,4764221,5
93383,2151989,4
93392,8544529,3
93395,8631865,4
93417,8075193,4
93425,239206,4
93426,8631925,4
93442,10380037,5
93450,1169878,1
93457,5523776,3
93467,1738252,5
93472,115625,4
93473,80808,4
93474,500110,4
93476,6401562,5
93477,949452,3
93478,0,3
93480,243099,4
93494,498577,3
93510,632356,4
93524,0,3
93566,309575,3
93574,87623,4
93581,7761891,4
93585,0,5
93588,622655,3
93591,1649093,3
93592,0,3
93642,0,3
93655,500639,3
93660,1484529,3
93674,0,3
93688,2267912,2
93691,1218194,3
93708,631353,3
93751,0,4
93782,302214,5
93787,652971,4
93802,316633,2
93807,2336079,5
93808,582094,4
93809,627320,4
93812,479142,5
93814,477273,5
93816,1999949,4
93821,234323,4
93850,677070,4
93864,3584998,4
93869,0,3
93871,2655689,5
93873,302546,5
93915,601377,3
93918,647417,4
93942,4992807,3
93990,1161345,3
94009,5308524,3
94011,5040938,3
94013,287481,3
94016,256389,4
94018,6612756,4
94020,5790428,3
94021,233583,4
94025,198058,3
94027,497173,2
94028,233761,3
94040,624218,4
94055,781211,3
94060,316737,5
94061,2554952,4
94064,4884391,5
94071,316584,4
94072,5888235,5
94083,316728,3
94084,598740,2
94089,565895,3
94094,589483,3
94095,939791,3
94099,1103726,5
94101,566333,4
94193,233533,4
94217,2044063,4
94226,637122,3
94227,1575760,3
94233,10618984,3
94242,0,5
94243,7746915,2
94275,653073,4
94283,224208,3
94289,587198,4
94290,7590945,4
94292,0,3
94305,0,4
94307,0,5
94313,0,4
94324,500915,4
94396,231981,3
94440,7747284,3
94442,7747283,2
94443,7747349,2
94444,206622,4
94445,1005665,3
94455,264915,3
94460,0,3
94463,231982,3
94464,231979,4
94469,5000571,4
94474,8684482,5
94481,2513372,3
94482,1829083,3
94490,2236963,3
94492,575473,3
94495,6967876,5
94499,2261118,4
94509,2268855,4
94511,1222774,3
94513,3617853,1
94514,7619747,2
94559,8433501,4
94629,1830878,4
94630,9772951,4
94631,0,3
94633,2457814,4
94655,1117772,4
94666,665075,4
94674,314208,3
94681,1058557,4
94694,84257,3
94702,231592,5
94717,84943,4
94722,7303068,4
94727,149078,5
94741,7809477,5
94751,87539,4
94769,647702,5
94772,251953,2
94776,7910023,5
94798,0,3
94814,2354829,4
94832,2658248,3
94897,84433,3
94903,217354,3
94916,1114417,2
94932,240085,3
94942,7380584,3
94966,6163535,4
94987,530627,5
94990,7932671,3
94991,197858,3
95004,9454027,5
95006,232364,3
95015,232362,3
95029,1866590,2
95032,231038,4
95034,496736,3
95038,785369,2
95039,8632122,2
95041,566510,3
95060,500141,2
95076,567473,4
95077,508050,3
95080,1226805,3
95082,260391,2
95083,629071,3
95085,7059680,3
95096,2283130,3
95098,950759,4
95110,1909775,4
95118,1064629,3
95121,736916,3
95125,266482,4
95129,230419,4
95131,0,3
95134,266488,3
95136,1811493,3
95137,0,3
95138,266478,4
95148,2139897,3
95150,7932782,3
95151,1097219,1
95166,608322,4
95169,643181,3
95170,0,4
95171,0,3
95177,289369,4
95179,1109132,3
95190,7181265,4
95207,234310,4
95223,557848,3
95233,538182,5
95244,217386,4
95247,1112925,4
95267,7722355,3
95268,8138804,4
95269,126336,2
95298,256423,4
95299,292899,4
95301,8669321,4
95305,425691,4
95340,10004661,3
95341,781429,3
95343,599284,3
95346,3747037,4
95349,1447304,3
95350,7134644,4
95352,6380067,3
95353,0,3
95393,4794856,3
95394,296575,3
95397,2718250,3
95405,85275,3
95417,0,4
95418,126307,2
95419,7378478,4
95429,0,4
95430,3825503,5
95431,6991982,3
95432,655869,3
95433,574965,4
95439,626413,5
95445,3203508,4
95448,148096,5
95466,228285,3
95496,8767447,4
95513,6419336,3
95522,8437280,2
95525,252572,3
95529,276970,3
95531,619062,4
95534,966845,5
95541,288999,3
95548,554642,3
95550,7391990,3
95555,567130,2
95558,647762,3
95559,6828068,4
95560,1222631,4
95562,519743,3
95563,1431766,2
95564,7895656,3
95566,276717,3
95568,7391978,4
95574,7179200,4
95575,4259206,3
95576,8417460,2
95578,3327427,4
95579,7392203,4
95580,276704,3
95581,7986306,3
95583,982365,3
95584,1595354,4
95585,954084,3
95587,641372,3
95608,598962,2
95627,0,4
95642,315361,3
95655,2252526,3
95657,2256874,3
95658,1155111,4
95660,670444,3
95661,7398964,5
95675,647819,2
95676,629232,4
95678,500746,4
95698,7391636,4
95699,7620259,1
95716,7234831,4
95717,8684479,1
95724,967185,3
95739,656868,4
95753,0,5
95762,248870,3
95764,315559,2
95767,0,3
95773,315555,2
95774,4748052,4
95775,1719772,3
95777,528422,3
95789,3370050,5
95791,2057388,4
95803,0,4
95838,506941,3
95856,0,3
95863,258630,4
95867,229613,4
95873,0,4
95877,0,2
95882,1765453,4
95883,8334688,3
95885,6535190,3
95887,111876,2
95899,7589670,3
95911,286531,4
95924,3947983,2
95931,7067601,2
95985,1007617,4
96007,500038,3
96021,6535647,5
96048,8417468,4
96050,1905654,3
96054,7154009,4
96101,233900,4
96192,0,4
96229,566640,2
96266,3490066,3
96276,229024,3
96280,3572583,2
96282,1139055,3
96283,7014966,3
96292,7182733,3
96400,7809477,5
96401,8541432,3
96403,9793384,5
96405,659615,4
96406,494751,4
96411,0,5
96418,0,5
96423,9695812,4
96424,7778950,5
96425,0,3
96429,9710399,4
96432,1131046,4
96442,9787092,5
96443,7080045,3
96444,0,3
96450,650787,3
96454,8017796,5
96483,9802214,5
96500,610062,4
96505,505694,4
96506,0,4
96510,7935482,3
96514,582269,4
96517,1475969,2
96530,292642,5
96535,1594700,2
96543,3724306,2
96544,8440009,3
96547,8780883,2
96553,2639937,3
96566,206783,3
96568,1102163,4
96575,7811328,3
96591,315262,4
96592,7622407,3
96594,6592979,3
96597,497026,4
96599,666117,2
96628,9865057,5
96633,7916201,5
96648,666886,2
96655,0,5
96694,672440,5
96696,7224951,5
96737,5779073,2
96740,4786615,3
96747,7202189,3
96837,599044,3
96839,0,3
96845,6530792,4
96853,288566,3
96893,277719,3
96896,91783,3
96903,91814,3
96914,3822437,3
96918,111722,3
96919,91920,3
96929,0,3
96930,1126185,3
96987,1368040,2
97024,1193195,1
97039,1739201,3
97104,291094,2
97188,754596,4
97351,4585701,3
97367,88278,3
97418,487637,4
97502,278992,3
97702,259927,2
97717,0,4
97864,0,4
97929,1216907,3
97940,85472,2
97956,6407569,3
97967,0,4
97979,0,4
97988,0,4
98003,8379081,4
98007,8632053,3
98009,224030,3
98012,8643691,3
98014,8715403,3
98017,0,4
98166,313677,3
98172,9799174,2
98201,238664,3
98211,0,4
98263,8778628,4
98375,5818970,2
98376,264752,4
98405,0,5
98411,264018,2
98442,6513703,5
98475,9713594,3
98483,250768,4
98487,9453713,4
98520,3427905,3
98521,7205384,3
98531,7232875,3
98549,1072613,3
98552,314781,3
98581,4375654,2
98818,1023313,1
98857,1108366,4
98877,6883071,3
98878,8141974,3
98904,3472285,3
98906,236946,4
98945,7365961,5
98961,2239408,5
98962,238809,4
99160,0,4
99213,6510678,3
99214,661376,3
99215,568476,4
99217,661818,4
99220,2614198,4
99222,585073,3
99225,4063687,3
100245,0,3
100324,491489,5
100552,2207787,4
100557,5828753,2
100564,640018,3
100605,570576,4
100648,601562,4
100677,578345,3
100678,535395,3
100683,229593,4
100685,197620,3
100695,233591,3
100700,1829737,3
100702,194278,4
100703,1520801,2
100704,229587,3
100710,279301,2
100722,228858,4
100723,197483,3
100724,280083,2
100725,1142861,3
100728,529903,3
100731,276939,3
100733,197518,4
100734,656094,4
100735,233774,4
100737,3875352,4
100738,7355199,4
100739,254597,4
100741,1576551,4
100743,0,4
100744,219997,4
100759,239279,3
100760,197513,3
100764,234498,3
100765,9453876,3
100768,231059,3
100772,276067,3
100775,229542,3
100776,197637,3
100783,233392,3
100786,233745,4
100788,233582,4
100795,229967,3
100796,198176,3
100802,529909,3
100814,228733,4
100815,197520,3
100819,229966,3
100821,231061,2
100825,188742,5
100826,207662,3
100844,617625,5
100846,1396456,4
100851,219989,3
100856,232486,4
100859,230486,3
100865,498036,3
100866,7225953,4
100869,529928,3
100871,1213620,3
100876,1757049,3
100889,197563,3
100890,207856,4
100896,1804806,3
100900,197455,4
100910,325719,4
100913,3217278,3
100914,235575,3
100916,649881,4
100919,1546111,3
100926,197489,3
100927,228699,4
100936,197935,5
100938,228703,2
100941,233760,3
100942,264820,3
100943,197524,3
100945,197634,3
100946,6534774,5
100949,254324,4
100951,555838,4
100956,1413256,3
100969,638136,4
100972,3950121,4
100977,5790529,3
100988,197474,3
100990,229540,4
100993,228804,3
101004,1036635,2
101009,6678144,5
101012,576131,4
101023,583662,3
101030,6969652,4
101034,7817659,4
101035,1990762,5
101070,250732,3
101077,2590339,4
101093,227391,4
101136,217167,3
101138,234173,3
101139,228284,4
101140,230378,4
101141,228290,3
101142,1379403,4
101143,252142,3
101144,296444,3
101145,202321,3
101151,1540270,3
101152,603688,4
101157,217169,4
101158,234017,3
101159,234605,4
101160,263005,5
101161,228415,4
101169,386888,4
101191,289175,2
101193,297044,3
101194,257097,3
101241,6727225,3
101285,5796450,4
101297,2282174,4
101431,1591790,5
101436,8625690,5
101438,0,5
101448,1184760,2
101451,264022,4
101488,9814139,3
101489,264164,3
101503,9769514,3
101505,9985127,4
101507,666425,3
101508,0,3
101509,4606803,2
101513,1140620,3
101514,1373357,3
101525,3937167,4
101526,9455335,4
101530,8804341,4
101560,272811,4
101561,649070,4
101563,3297630,4
101569,8320291,4
101636,197476,3
101638,1732208,3
101639,232536,3
101642,228830,3
101689,1181742,3
101691,618269,3
101693,1194601,3
101694,1233395,4
101699,0,4
101700,0,4
101701,196074,5
101737,234025,4
101738,324698,3
101739,199487,4
101760,517947,5
101774,2314039,3
101776,2390468,3
101799,1911613,4
101801,0,3
101814,7289439,5
101816,8767837,4
101817,10332929,5
101877,7893370,4
102108,0,3
102123,7740568,4
102133,85517,4
102707,1186196,2
102708,2643142,4
102710,1572481,4
102712,8625690,5
102716,4840645,4
102717,273134,2
102725,1176749,4
102726,8310480,3
102727,9453620,3
102729,0,3
102730,154731,4
102732,0,3
102733,9984360,3
102735,0,3
102737,625447,3
102745,3812097,3
102747,8356956,4
102749,1065229,4
102753,0,2
102756,616649,3
102887,951871,4
102896,6887499,3
102898,575057,4
102900,507964,5
102907,7710355,5
102910,7659418,3
102913,8293089,4
102928,0,4
102935,9602455,4
102937,2416310,4
102938,9603176,5
102948,151586,3
102953,10385998,4
102958,618063,2
102961,658042,5
102963,6426839,4
102968,313321,4
102993,1799320,5
102994,0,4
103009,617396,4
103011,313164,4
103029,7161759,3
103047,664226,3
103053,472236,4
103054,2231503,2
103058,499985,2
103061,648317,2
103062,559408,2
103086,582073,2
103094,0,3
103099,4341204,4
103114,584604,2
103177,324523,3
103241,0,3
103329,259050,3
103521,6873729,3
103539,6026910,1
103574,2317851,4
103584,1150855,2
103650,197458,3
103664,229071,4
103675,7225221,3
103688,229099,3
103699,1237952,3
103756,8788134,4
103789,7787044,5
103792,623089,2
103841,285271,4
103866,2253238,4
103880,320807,1
103883,233573,4
103948,3861349,2
103959,197966,3
104004,4747399,4
104005,7707770,5
104006,602017,3
104007,578335,4
104009,455645,3
104011,0,2
104012,0,3
104013,506844,4
104014,6434446,4
104016,7064176,4
104017,0,5
104020,3181281,3
104021,0,3
104107,581812,4
104352,120408,3
104364,549963,3
104377,87990,3
104396,264549,3
104457,0,4
104463,1057382,3
104465,302138,4
104480,596330,3
104486,4420612,3
104487,236017,3
104493,75711,3
104505,0,4
104506,0,3
104507,656248,3
104511,11832767,5
104512,1159676,5
104513,602621,4
104514,0,4
104525,1126517,4
104537,636426,3
104541,582700,3
104548,505827,4
104550,595283,3
104552,236059,4
104556,6553046,4
104557,628491,4
104566,0,4
104591,1938661,4
104628,646576,4
104669,205840,4
104676,482636,3
104697,650752,1
104831,656857,4
104856,10319430,4
104859,1198073,4
104860,0,4
104861,0,3
104862,10404281,3
104863,6018910,4
104865,601310,4
104885,0,3
104887,9741255,4
104905,292798,3
104920,596310,4
104927,1057434,4
104947,3268784,4
104951,233877,2
104954,200360,2
105035,9762100,5
105039,498904,4
105054,259000,3
105086,0,4
105095,9975345,1
105100,7690352,4
105112,7369117,4
105143,664829,3
105166,9980486,1
105167,609661,2
105192,1218867,3
105208,286807,3
105214,585981,3
105247,233032,4
105251,1595954,5
105262,3248198,4
105299,237907,4
105330,8842153,5
105378,496876,5
105392,1076256,5
105421,253771,3
105511,201847,2
105553,500083,3
105557,3365443,4
105559,300061,5
105560,0,4
105562,9864592,4
105576,10215241,4
105579,2190855,3
105580,6432376,4
105581,2305108,4
105582,3781086,3
105584,0,5
105585,5040374,4
105586,0,5
105587,7182534,3
105588,291407,4
105589,6160815,5
105590,595217,3
105591,315001,2
105592,0,2
105593,529071,3
105595,10084630,4
105596,1101205,4
105598,0,3
105599,8290101,4
105600,316999,3
105601,0,2
105602,9862328,5
105604,1147500,4
105605,1083218,4
105606,576078,4
105607,252526,4
105608,0,5
105609,264803,3
105610,9716649,4
105611,10749177,4
105615,262425,3
105616,0,3
105617,569769,4
105619,284400,3
105620,292720,4
105622,0,5
105624,9853524,3
105625,235620,3
105628,256326,4
105629,1595922,4
105630,263998,3
105631,232012,3
105632,1510465,3
105633,2622186,2
105634,6273865,4
105635,3840074,4
105636,8029038,4
105638,562292,4
105639,0,5
105640,233735,3
105641,3529144,3
105644,678243,3
105645,1191476,3
105646,1539059,3
105648,536435,3
105649,277641,5
105650,3315754,5
105653,0,3
105658,0,2
105659,9860645,4
105660,627820,4
105661,612251,3
105662,3249104,3
105664,1028276,3
105665,0,2
105666,7854957,3
105670,5038756,3
105671,9704275,4
105673,3211469,3
105675,488612,2
105676,543546,2
105677,238838,3
105678,236886,3
105684,239203,4
105685,577476,4
105686,654663,4
105693,205804,3
105696,657787,3
105697,275927,3
105698,3727640,4
105707,9608434,3
105708,5994334,3
105711,503492,4
105714,966716,3
105715,966720,4
105717,1900052,3
105718,498531,2
105721,1911225,3
105722,618409,3
105723,3738759,3
105724,0,3
105725,1557136,3
105726,1916617,3
105727,9741840,3
105728,1233062,3
105729,668004,3
105730,645162,3
105732,584275,3
105733,3431371,4
105736,530274,4
105737,3935075,3
105738,1083478,4
105739,614917,3
105740,5988490,3
105741,4889504,4
105742,1160912,4
105743,0,3
105744,7803999,3
105745,4354999,3
105746,1230026,3
105747,1179576,4
105748,2239262,4
105749,5255692,4
105750,6777945,4
105751,7100138,4
105752,1929326,1
105755,3633365,3
105756,6922673,3
105757,6444910,3
105758,1468935,3
105759,8070008,4
105760,2486786,3
105761,4354553,3
105762,3393636,3
105763,5615589,3
105764,1069628,3
105765,1225041,3
105766,0,3
105768,783840,3
105769,7294269,5
105770,0,5
105771,1906384,1
105774,289126,2
105775,617646,4
105776,1118660,3
105777,2690348,1
105778,280178,1
105781,197193,4
105782,197214,3
105783,1081890,3
105784,1143056,3
105785,219971,4
105786,275287,2
105787,253892,3
105788,2532942,2
105790,572415,4
105791,1165049,4
105793,581666,3
105794,199501,4
105795,199484,4
105796,276076,2
105797,680620,4
105798,199539,3
105799,1577237,2
105801,234730,3
105802,234082,3
105803,199574,4
105804,280571,3
105805,201212,5
105806,295576,4
105807,279707,2
105808,6677883,3
105809,201204,2
105811,7108085,4
105812,2276445,2
105813,2062820,2
105816,662039,3
105817,8286740,4
105821,3476235,3
105822,288734,2
105823,500052,3
105825,3435418,2
105827,1126188,4
105829,253764,4
105833,3326831,4
105834,7980600,1
105835,3645456,4
105837,616928,5
105839,5534116,3
105840,673700,5
105841,7728501,4
105843,0,1
105844,3506340,3
105845,633141,2
105846,1204286,3
105847,657057,3
105848,2262495,2
105849,2489766,3
105850,8099364,2
105851,10537314,5
105852,3576988,3
105853,1740771,4
105855,12110859,5
105856,7751021,5
105857,6620835,5
105858,565784,3
105860,7318987,5
105861,5238098,3
105862,628007,3
105864,672755,3
105866,645857,2
105867,6677893,3
105869,6674671,5
105870,6850204,3
105872,636857,3
105873,8286768,4
105876,7826958,4
105879,4454903,4
105880,1463505,4
105882,8292426,4
105883,952868,4
105885,0,3
105886,5485603,3
105887,3381454,5
105888,1762830,2
105889,1020050,3
105890,2535026,4
105891,3378000,3
105893,227366,3
105899,0,4
105900,5994653,3
105901,7732164,3
105903,10079771,3
105904,7767671,4
105905,6374984,4
105906,3342042,4
105907,2229121,4
105908,8004659,4
105909,498572,5
105910,496928,3
105911,0,4
105913,647703,3
105914,7001366,2
105915,5005338,3
105917,1958916,3
105921,678714,3
105924,3586586,3
105925,653301,5
105926,1800461,3
105927,5784643,3
105929,5544738,3
105930,7818402,4
105931,1806252,3
105932,6557458,5
105934,6164320,2
105935,0,1
105936,3722701,3
105938,2196927,3
105939,1490389,2
105940,284501,3
105941,6642545,2
105942,10405031,1
105943,6363121,3
105944,1977620,4
105945,284821,4
105947,0,3
105948,2232601,2
105949,4288765,3
105950,662476,3
105951,2305669,4
105952,284495,3
105953,6875622,4
105954,6440628,4
105956,285443,4
105957,7778970,3
105958,8074389,3
105960,6967885,4
105961,6547162,4
105962,1585446,1
105963,1583528,2
105964,1837914,2
105966,2168572,3
105967,315628,3
105969,603175,2
105970,7303139,4
105971,1239605,3
105972,774996,4
105973,6507237,4
105975,7162558,2
105976,7235528,2
105978,3678134,3
105979,1154544,3
105980,3932820,1
105982,5963677,2
105983,4294816,3
105985,3974864,2
105990,3179949,3
105991,1930009,2
105993,6432377,4
105994,2304789,4
105996,1449808,5
105997,1225371,4
105998,5541565,4
105999,2508009,2
106000,6531487,3
106001,2306616,5
106002,6515856,4
106003,5274392,3
106004,6986234,3
106005,4449878,5
106006,6756807,4
106007,3528962,3
106008,3510981,3
106009,5953962,3
106010,5944161,3
106011,6638709,3
106012,6276820,1
106013,8283305,4
106014,5062918,4
106015,6966059,3
106016,6507919,4
106018,307242,3
106020,5775133,3
106022,5007489,4
106023,1235839,4
106026,3521939,4
106027,302544,5
106028,2092829,3
106030,6684865,4
106031,3188781,4
106032,4888204,4
106034,739148,3
106035,4041148,5
106036,3211550,4
106037,3536031,4
106039,2242180,5
106040,1742697,5
106041,1776433,3
106042,3724826,5
106043,3565475,3
106045,1755314,5
106046,9766185,4
106047,1231691,3
106048,3613371,3
106049,1464231,3
106050,2305589,3
106051,3158330,1
106052,1745313,3
106053,1113384,3
106054,2732642,4
106055,2367672,4
106056,2590176,2
106057,276752,2
106058,645755,3
106059,626159,2
106060,0,4
106061,2634305,3
106062,0,3
106063,634754,1
106064,954084,3
106065,2305450,4
106067,566523,4
106068,2521816,3
106070,1916615,3
106072,604938,2
106077,0,2
106078,2005772,2
106079,0,3
106081,7999853,4
106082,3420281,3
106083,647490,5
106084,151080,4
106085,149076,3
106087,3423715,5
106088,8404422,4
106089,6925262,4
106090,5482113,4
106091,2553477,5
106092,7092779,3
106093,2553106,3
106094,729880,4
106096,2089242,5
106097,1454785,2
106098,3157546,4
106099,3752915,4
106100,2303605,2
106101,3169141,4
106102,3506650,3
106103,5988043,5
106104,300322,5
106106,593848,3
106107,3530236,4
106108,2456266,3
106109,7910036,4
106110,3181294,4
106111,3533776,4
106112,2619323,3
106113,308772,3
106114,6865239,5
106116,4108268,4
106117,4872681,3
106118,6206933,4
106119,4020294,3
106120,5510879,3
106121,3529175,3
106122,3792158,5
106123,1739492,4
106124,6467877,3
106125,479733,4
106126,2329122,3
106127,0,4
106128,8573774,4
106129,302441,4
106130,8118585,3
